pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=4,sr<=70%,kvB<=4k,kp=0,0.3082,2
0,n<=4,sr>70%,kvB<=16k,kp=0,0.137,2
0,n<=4,sr>70%,kvB<=1k,kp=0,0.5598,2
0,n<=4,sr>70%,kvB<=4k,kp=0,0.4133,2
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0006,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0083,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,-0.0043,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.0114,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0663,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.005,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,-0.0007,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0032,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0013,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0266,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,0.0188,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.0117,2
0,n<=64,sr>70%,kvB<=16k,kp=0,0.0985,4
0,n<=64,sr>70%,kvB<=1k,kp=0,0.0224,4
0,n<=64,sr>70%,kvB<=4k,kp=0,0.0318,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0447,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.2261,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,0.1154,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0018,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.2389,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,0.0732,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,0.0166,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.2685,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0278,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.2267,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.1965,4
0,n<=8,sr>70%,kvB<=4k,kp=0,0.1987,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0983,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.1026,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0895,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0956,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0871,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0927,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0608,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0688,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.068,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0842,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0774,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.087,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0194,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.01,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.0104,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.019,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0059,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.02,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.1959,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.1848,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.167,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1944,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.1819,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.1945,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0923,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.073,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0796,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1111,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0875,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.1062,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0219,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.0246,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0441,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0238,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0411,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0238,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0337,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0341,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0317,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0333,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0231,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0328,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0028,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0093,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0161,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0288,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0174,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0401,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.0295,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0232,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0024,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0284,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0069,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0285,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.3569,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.3286,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.285,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.364,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.3078,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,0.3601,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0101,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0046,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.024,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.009,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0177,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0226,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.1166,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0997,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.1346,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.1525,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.1225,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1448,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,0.6402,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.5005,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.473,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,0.6079,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.4506,4
16,n<=128,sr>70%,kvB<=16k,kp=0,0.5559,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2593,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2032,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.2306,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.251,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.2679,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.2275,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.6755,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.6243,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.8681,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.6654,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-1.0756,4
16,n<=128,sr>70%,kvB<=4k,kp=0,-0.6689,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.4045,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.4071,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.3971,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.4049,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.2875,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.4054,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,-0.0176,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0259,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0076,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.3402,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,-0.021,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.4436,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.4176,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.3043,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0789,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.4299,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.073,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.4265,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.3165,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.3204,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.3113,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.3191,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.2305,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.319,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,-0.1564,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.1401,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.0971,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.2919,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0375,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.3767,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.3358,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.2484,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.2334,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.3407,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.2234,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.3376,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0418,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.0455,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.0464,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.0474,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.1134,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,-0.041,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.6931,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.6037,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.5749,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.0516,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,-0.5507,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.0624,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,-0.0052,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.0678,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.8921,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,-0.0241,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.9319,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0082,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,1.0065,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.8724,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.8622,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.8523,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.8166,4
16,n<=16,sr>70%,kvB<=16k,kp=0,0.8472,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.7131,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.6561,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.5328,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,0.8863,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.5789,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.9085,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,0.9288,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.9291,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.865,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,0.9203,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,0.8493,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.9243,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,1.0121,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,1.0075,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,1.0097,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9971,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,1.0112,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.9998,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.0955,1
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,1.5731,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9923,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.2322,1
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9867,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,1.0079,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.9605,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.2259,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.994,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,0.4189,1
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9925,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.2361,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.248,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.2447,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.2309,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.1696,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.2269,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0669,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0268,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.028,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2386,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0648,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.319,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.2874,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2135,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0396,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2891,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0109,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.265,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2198,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2199,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2111,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.2223,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.175,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.2164,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.177,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.162,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.2094,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.3711,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.202,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.4195,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.278,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2283,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0599,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2791,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.0428,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.2772,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.275,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.2741,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.2588,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2769,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.1432,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.2758,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0119,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0125,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.2008,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0631,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.2989,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.2912,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.1963,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0099,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.3058,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0103,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.3123,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.364,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.3717,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.389,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.3675,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.2567,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.3588,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0933,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0485,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.096,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.3357,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0822,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.3478,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.3196,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.2908,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.0187,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.3155,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0234,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.3065,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.9215,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.8939,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.9684,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.92,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.9583,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.8668,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.8447,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.8034,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.8327,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.8863,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.7814,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.8936,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.914,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.9064,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.8882,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.9175,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.8621,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.8985,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.9829,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.9863,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.9742,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.9959,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.9824,1
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.9902,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,0.2203,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,0.1045,1
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,0.3378,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.9898,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.6282,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.9948,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.9792,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.996,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.1255,1
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.9941,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-1.3234,1
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.99,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.9782,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.9782,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.9796,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.977,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.9774,1
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.9756,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,0.0451,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,0.5574,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-8.609,1
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.9862,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,3.4424,1
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.959,4
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.9879,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,0.9909,2
