regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,4,2,0.5,4.0,1024,0,2048,8192,5120,558.628,742.946,718.945,0.8698
mixed,4,2,0.5,4.0,1024,4096,512,2048,1280,1023.97,1072.163,1035.331,0.2357
mixed,4,2,0.5,4.0,1024,4096,2048,8192,5120,1240.452,1445.636,1400.164,0.7784
pure,4,3,0.75,4.0,0,0,512,2048,1664,73.283,79.999,76.258,0.443
pure,4,3,0.75,4.0,0,0,2048,8192,6656,156.127,182.466,159.263,0.1191
mixed,4,3,0.75,4.0,256,0,512,2048,1664,150.432,174.846,174.561,0.9883
mixed,4,3,0.75,4.0,256,0,2048,8192,6656,464.736,557.89,555.266,0.9718
mixed,4,3,0.75,4.0,256,4096,512,2048,1664,411.809,436.64,432.42,0.8301
mixed,4,3,0.75,4.0,256,4096,2048,8192,6656,718.083,811.811,806.273,0.9409
mixed,4,3,0.75,4.0,512,0,512,2048,1664,200.29,223.809,216.865,0.7047
mixed,4,3,0.75,4.0,512,0,2048,8192,6656,512.127,604.898,601.314,0.9614
mixed,4,3,0.75,4.0,512,4096,512,2048,1664,586.914,597.377,600.259,1.2754
mixed,4,3,0.75,4.0,512,4096,2048,8192,6656,973.73,1075.811,1070.275,0.9458
mixed,4,3,0.75,4.0,1024,0,512,2048,1664,304.48,337.793,324.322,0.5956
mixed,4,3,0.75,4.0,1024,0,2048,8192,6656,654.275,745.474,731.521,0.847
mixed,4,3,0.75,4.0,1024,4096,512,2048,1664,1045.154,1071.234,1060.131,0.5743
mixed,4,3,0.75,4.0,1024,4096,2048,8192,6656,1348.805,1448.067,1419.334,0.7105
pure,8,1,0.125,4.0,0,0,512,2048,704,67.103,110.72,69.761,0.0609
pure,8,1,0.125,4.0,0,0,2048,8192,2816,140.482,322.301,146.944,0.0355
mixed,8,1,0.125,4.0,256,0,512,2048,704,125.442,300.385,203.839,0.4481
mixed,8,1,0.125,4.0,256,0,2048,8192,2816,396.705,1076.261,670.819,0.4034
mixed,8,1,0.125,4.0,256,4096,512,2048,704,404.32,569.602,428.609,0.147
mixed,8,1,0.125,4.0,256,4096,2048,8192,2816,571.202,1081.347,810.435,0.469
mixed,8,1,0.125,4.0,512,0,512,2048,704,168.096,333.763,244.162,0.4591
mixed,8,1,0.125,4.0,512,0,2048,8192,2816,428.449,1095.906,706.081,0.416
mixed,8,1,0.125,4.0,512,4096,512,2048,704,635.618,744.194,627.907,-0.071
mixed,8,1,0.125,4.0,512,4096,2048,8192,2816,786.626,1372.55,1062.434,0.4707
mixed,8,1,0.125,4.0,1024,0,512,2048,704,274.785,442.146,340.706,0.3939
mixed,8,1,0.125,4.0,1024,0,2048,8192,2816,528.513,1177.604,818.18,0.4463
mixed,8,1,0.125,4.0,1024,4096,512,2048,704,1046.339,1205.187,1045.571,-0.0048
mixed,8,1,0.125,4.0,1024,4096,2048,8192,2816,1242.435,1907.591,1425.634,0.2754
pure,8,2,0.25,4.0,0,0,512,2048,896,72.737,110.498,72.995,0.0068
pure,8,2,0.25,4.0,0,0,2048,8192,3584,161.281,323.873,161.919,0.0039
mixed,8,2,0.25,4.0,256,0,512,2048,896,156.033,300.993,213.344,0.3954
mixed,8,2,0.25,4.0,256,0,2048,8192,3584,493.249,1074.661,680.227,0.3216
mixed,8,2,0.25,4.0,256,4096,512,2048,896,434.176,570.977,436.194,0.0148
mixed,8,2,0.25,4.0,256,4096,2048,8192,3584,717.219,1081.956,816.356,0.2718
mixed,8,2,0.25,4.0,512,0,512,2048,896,195.969,334.722,252.45,0.4071
mixed,8,2,0.25,4.0,512,0,2048,8192,3584,523.329,1097.667,717.378,0.3379
mixed,8,2,0.25,4.0,512,4096,512,2048,896,659.234,745.698,640.226,-0.2198
mixed,8,2,0.25,4.0,512,4096,2048,8192,3584,835.011,1370.372,1081.154,0.4598
mixed,8,2,0.25,4.0,1024,0,512,2048,896,295.522,441.601,354.4,0.4031
mixed,8,2,0.25,4.0,1024,0,2048,8192,3584,618.403,1172.931,838.402,0.3967
mixed,8,2,0.25,4.0,1024,4096,512,2048,896,1072.997,1200.932,1073.412,0.0032
mixed,8,2,0.25,4.0,1024,4096,2048,8192,3584,1335.78,1909.254,1512.904,0.3089
pure,8,4,0.5,4.0,0,0,512,2048,1280,86.145,110.529,85.342,-0.0329
pure,8,4,0.5,4.0,0,0,2048,8192,5120,217.376,324.578,216.736,-0.006
mixed,8,4,0.5,4.0,256,0,512,2048,1280,204.513,301.73,229.537,0.2574
mixed,8,4,0.5,4.0,256,0,2048,8192,5120,687.138,1076.547,704.163,0.0437
mixed,8,4,0.5,4.0,256,4096,512,2048,1280,481.602,571.587,484.195,0.0288
mixed,8,4,0.5,4.0,256,4096,2048,8192,5120,877.637,1082.916,965.154,0.4263
mixed,8,4,0.5,4.0,512,0,512,2048,1280,241.121,333.987,281.729,0.4373
mixed,8,4,0.5,4.0,512,0,2048,8192,5120,715.394,1095.778,758.465,0.1132
mixed,8,4,0.5,4.0,512,4096,512,2048,1280,690.21,742.53,670.82,-0.3706
mixed,8,4,0.5,4.0,512,4096,2048,8192,5120,994.114,1369.893,1198.471,0.5438
mixed,8,4,0.5,4.0,1024,0,512,2048,1280,342.945,441.889,381.377,0.3884
mixed,8,4,0.5,4.0,1024,0,2048,8192,5120,800.93,1173.893,916.708,0.3104
mixed,8,4,0.5,4.0,1024,4096,512,2048,1280,1123.717,1206.403,1120.518,-0.0387
mixed,8,4,0.5,4.0,1024,4096,2048,8192,5120,1520.324,1906.665,1637.477,0.3032
pure,8,6,0.75,4.0,0,0,512,2048,1664,101.57,110.335,102.879,0.1493
pure,8,6,0.75,4.0,0,0,2048,8192,6656,268.577,321.889,285.41,0.3157
mixed,8,6,0.75,4.0,256,0,512,2048,1664,253.09,301.216,294.402,0.8584
mixed,8,6,0.75,4.0,256,0,2048,8192,6656,883.746,1073.731,1063.396,0.9456
mixed,8,6,0.75,4.0,256,4096,512,2048,1664,528.288,570.977,558.594,0.7099
mixed,8,6,0.75,4.0,256,4096,2048,8192,6656,970.756,1083.012,1071.362,0.8962
mixed,8,6,0.75,4.0,512,0,512,2048,1664,287.683,335.551,309.09,0.4472
mixed,8,6,0.75,4.0,512,0,2048,8192,6656,909.057,1095.779,1072.613,0.8759
mixed,8,6,0.75,4.0,512,4096,512,2048,1664,703.65,739.041,734.753,0.8788
mixed,8,6,0.75,4.0,512,4096,2048,8192,6656,1187.619,1374.823,1340.355,0.8159
mixed,8,6,0.75,4.0,1024,0,512,2048,1664,392.417,442.21,409.73,0.3477
mixed,8,6,0.75,4.0,1024,0,2048,8192,6656,987.072,1172.006,1098.179,0.6008
mixed,8,6,0.75,4.0,1024,4096,512,2048,1664,1168.355,1206.501,1176.643,0.2173
mixed,8,6,0.75,4.0,1024,4096,2048,8192,6656,1648.711,1909.319,1712.165,0.2435
pure,8,7,0.875,4.0,0,0,512,2048,1856,106.624,110.398,106.911,0.076
pure,8,7,0.875,4.0,0,0,2048,8192,7424,295.618,321.696,298.209,0.0994
mixed,8,7,0.875,4.0,256,0,512,2048,1856,270.113,301.25,298.656,0.9167
mixed,8,7,0.875,4.0,256,0,2048,8192,7424,976.322,1076.388,1071.907,0.9552
mixed,8,7,0.875,4.0,256,4096,512,2048,1856,547.202,571.586,565.122,0.7349
mixed,8,7,0.875,4.0,256,4096,2048,8192,7424,1018.437,1082.53,1076.613,0.9077
mixed,8,7,0.875,4.0,512,0,512,2048,1856,304.162,334.498,324.769,0.6793
mixed,8,7,0.875,4.0,512,0,2048,8192,7424,1000.514,1096.835,1084.997,0.8771
mixed,8,7,0.875,4.0,512,4096,512,2048,1856,712.738,743.684,739.395,0.8614
mixed,8,7,0.875,4.0,512,4096,2048,8192,7424,1284.035,1372.483,1357.988,0.8361
mixed,8,7,0.875,4.0,1024,0,512,2048,1856,409.601,442.785,425.858,0.4899
mixed,8,7,0.875,4.0,1024,0,2048,8192,7424,1079.716,1174.787,1149.669,0.7358
mixed,8,7,0.875,4.0,1024,4096,512,2048,1856,1184.997,1201.634,1194.05,0.5441
mixed,8,7,0.875,4.0,1024,4096,2048,8192,7424,1780.197,1909.223,1775.844,-0.0337
pure,16,1,0.0625,4.0,0,0,512,2048,608,80.255,182.594,91.714,0.112
pure,16,1,0.0625,4.0,0,0,2048,8192,2432,208.801,594.658,229.92,0.0547
mixed,16,1,0.0625,4.0,256,0,512,2048,608,183.296,467.938,279.01,0.3363
mixed,16,1,0.0625,4.0,256,0,2048,8192,2432,539.202,1623.942,843.234,0.2803
mixed,16,1,0.0625,4.0,256,4096,512,2048,608,491.777,724.61,524.48,0.1405
mixed,16,1,0.0625,4.0,256,4096,2048,8192,2432,793.954,1880.037,1065.539,0.2501
mixed,16,1,0.0625,4.0,512,0,512,2048,608,222.945,519.745,316.29,0.3145
mixed,16,1,0.0625,4.0,512,0,2048,8192,2432,589.281,1672.775,907.81,0.294
mixed,16,1,0.0625,4.0,512,4096,512,2048,608,700.195,991.619,709.473,0.0318
mixed,16,1,0.0625,4.0,512,4096,2048,8192,2432,1014.851,2131.4,1238.947,0.2007
mixed,16,1,0.0625,4.0,1024,0,512,2048,608,346.528,645.667,421.92,0.252
mixed,16,1,0.0625,4.0,1024,0,2048,8192,2432,721.989,1813.449,1033.22,0.2852
mixed,16,1,0.0625,4.0,1024,4096,512,2048,608,1133.794,1391.911,1153.35,0.0758
mixed,16,1,0.0625,4.0,1024,4096,2048,8192,2432,1459.683,2539.339,1659.88,0.1854
pure,16,2,0.125,4.0,0,0,512,2048,704,95.616,180.095,93.983,-0.0193
pure,16,2,0.125,4.0,0,0,2048,8192,2816,240.385,595.778,248.83,0.0238
mixed,16,2,0.125,4.0,256,0,512,2048,704,205.57,466.21,290.562,0.3261
mixed,16,2,0.125,4.0,256,0,2048,8192,2816,609.281,1626.951,947.526,0.3324
mixed,16,2,0.125,4.0,256,4096,512,2048,704,520.673,724.033,554.305,0.1654
mixed,16,2,0.125,4.0,256,4096,2048,8192,2816,863.075,1878.856,1089.923,0.2233
mixed,16,2,0.125,4.0,512,0,512,2048,704,248.033,521.954,330.818,0.3022
mixed,16,2,0.125,4.0,512,0,2048,8192,2816,664.033,1676.424,962.916,0.2952
mixed,16,2,0.125,4.0,512,4096,512,2048,704,710.339,990.434,732.739,0.08
mixed,16,2,0.125,4.0,512,4096,2048,8192,2816,1073.251,2129.67,1258.789,0.1756
mixed,16,2,0.125,4.0,1024,0,512,2048,704,363.778,644.288,436.259,0.2584
mixed,16,2,0.125,4.0,1024,0,2048,8192,2816,804.066,1813.961,1080.579,0.2738
mixed,16,2,0.125,4.0,1024,4096,512,2048,704,1164.227,1390.628,1175.811,0.0512
mixed,16,2,0.125,4.0,1024,4096,2048,8192,2816,1522.854,2537.707,1713.06,0.1874
pure,16,4,0.25,4.0,0,0,512,2048,896,100.192,180.511,100.703,0.0064
pure,16,4,0.25,4.0,0,0,2048,8192,3584,291.488,597.058,291.331,-0.0005
mixed,16,4,0.25,4.0,256,0,512,2048,896,250.752,466.659,311.556,0.2816
mixed,16,4,0.25,4.0,256,0,2048,8192,3584,752.163,1626.055,1005.475,0.2899
mixed,16,4,0.25,4.0,256,4096,512,2048,896,572.451,724.609,571.776,-0.0044
mixed,16,4,0.25,4.0,256,4096,2048,8192,3584,1005.668,1878.505,1206.98,0.2306
mixed,16,4,0.25,4.0,512,0,512,2048,896,301.377,520.002,355.489,0.2475
mixed,16,4,0.25,4.0,512,0,2048,8192,3584,805.57,1670.435,1074.661,0.3111
mixed,16,4,0.25,4.0,512,4096,512,2048,896,762.019,992.1,773.154,0.0484
mixed,16,4,0.25,4.0,512,4096,2048,8192,3584,1211.525,2131.399,1377.093,0.18
mixed,16,4,0.25,4.0,1024,0,512,2048,896,407.234,645.251,463.523,0.2365
mixed,16,4,0.25,4.0,1024,0,2048,8192,3584,955.202,1811.143,1177.538,0.2598
mixed,16,4,0.25,4.0,1024,4096,512,2048,896,1212.898,1393.381,1215.367,0.0137
mixed,16,4,0.25,4.0,1024,4096,2048,8192,3584,1662.183,2538.761,1838.917,0.2016
pure,16,8,0.5,4.0,0,0,512,2048,1280,127.073,180.673,124.223,-0.0532
pure,16,8,0.5,4.0,0,0,2048,8192,5120,399.329,596.674,405.056,0.029
mixed,16,8,0.5,4.0,256,0,512,2048,1280,322.368,466.209,363.873,0.2885
mixed,16,8,0.5,4.0,256,0,2048,8192,5120,1043.619,1625.382,1219.012,0.3015
mixed,16,8,0.5,4.0,256,4096,512,2048,1280,656.994,725.699,622.976,-0.4951
mixed,16,8,0.5,4.0,256,4096,2048,8192,5120,1299.331,1883.782,1365.285,0.1128
mixed,16,8,0.5,4.0,512,0,512,2048,1280,379.456,519.331,408.577,0.2082
mixed,16,8,0.5,4.0,512,0,2048,8192,5120,1096.004,1674.341,1255.813,0.2763
mixed,16,8,0.5,4.0,512,4096,512,2048,1280,856.161,991.938,837.539,-0.1372
mixed,16,8,0.5,4.0,512,4096,2048,8192,5120,1526.95,2131.4,1626.724,0.1651
mixed,16,8,0.5,4.0,1024,0,512,2048,1280,488.385,644.93,522.146,0.2157
mixed,16,8,0.5,4.0,1024,0,2048,8192,5120,1237.893,1812.136,1382.053,0.251
mixed,16,8,0.5,4.0,1024,4096,512,2048,1280,1282.086,1393.284,1275.845,-0.0561
mixed,16,8,0.5,4.0,1024,4096,2048,8192,5120,1943.526,2538.54,2078.568,0.227
pure,16,12,0.75,4.0,0,0,512,2048,1664,151.617,178.433,165.28,0.5095
pure,16,12,0.75,4.0,0,0,2048,8192,6656,497.313,596.0,509.217,0.1206
mixed,16,12,0.75,4.0,256,0,512,2048,1664,394.657,467.52,440.001,0.6223
mixed,16,12,0.75,4.0,256,0,2048,8192,6656,1330.501,1627.206,1585.446,0.8593
mixed,16,12,0.75,4.0,256,4096,512,2048,1664,672.451,723.683,709.057,0.7145
mixed,16,12,0.75,4.0,256,4096,2048,8192,6656,1589.701,1880.62,1606.342,0.0572
mixed,16,12,0.75,4.0,512,0,512,2048,1664,449.44,520.387,473.153,0.3342
mixed,16,12,0.75,4.0,512,0,2048,8192,6656,1380.389,1674.662,1603.397,0.7578
mixed,16,12,0.75,4.0,512,4096,512,2048,1664,907.429,994.306,891.077,-0.1882
mixed,16,12,0.75,4.0,512,4096,2048,8192,6656,1765.606,2134.026,1881.448,0.3144
mixed,16,12,0.75,4.0,1024,0,512,2048,1664,566.209,645.601,583.553,0.2185
mixed,16,12,0.75,4.0,1024,0,2048,8192,6656,1527.077,1809.669,1663.431,0.4825
mixed,16,12,0.75,4.0,1024,4096,512,2048,1664,1339.908,1392.453,1346.629,0.1279
mixed,16,12,0.75,4.0,1024,4096,2048,8192,6656,2233.641,2539.623,2315.753,0.2684
pure,16,14,0.875,4.0,0,0,512,2048,1856,165.184,179.616,171.298,0.4236
pure,16,14,0.875,4.0,0,0,2048,8192,7424,546.019,594.531,544.063,-0.0403
mixed,16,14,0.875,4.0,256,0,512,2048,1856,421.314,467.392,455.299,0.7376
mixed,16,14,0.875,4.0,256,0,2048,8192,7424,1474.533,1625.512,1608.39,0.8866
mixed,16,14,0.875,4.0,256,4096,512,2048,1856,688.674,725.631,715.201,0.7178
mixed,16,14,0.875,4.0,256,4096,2048,8192,7424,1735.111,1880.52,1743.464,0.0574
mixed,16,14,0.875,4.0,512,0,512,2048,1856,475.202,519.778,495.46,0.4545
mixed,16,14,0.875,4.0,512,0,2048,8192,7424,1526.823,1671.398,1647.877,0.8373
mixed,16,14,0.875,4.0,512,4096,512,2048,1856,951.78,992.834,911.426,-0.9829
mixed,16,14,0.875,4.0,512,4096,2048,8192,7424,1950.375,2131.786,2011.592,0.3374
mixed,16,14,0.875,4.0,1024,0,512,2048,1856,595.457,645.698,613.378,0.3567
mixed,16,14,0.875,4.0,1024,0,2048,8192,7424,1667.877,1814.407,1752.742,0.5792
mixed,16,14,0.875,4.0,1024,4096,512,2048,1856,1359.91,1391.524,1378.437,0.586
mixed,16,14,0.875,4.0,1024,4096,2048,8192,7424,2399.751,2538.474,2458.408,0.4228
pure,32,2,0.0625,4.0,0,0,512,2048,608,120.351,347.105,121.887,0.0068
pure,32,2,0.0625,4.0,0,0,2048,8192,2432,399.936,1158.118,406.562,0.0087
mixed,32,2,0.0625,4.0,256,0,512,2048,608,313.857,876.226,420.642,0.1899
mixed,32,2,0.0625,4.0,256,0,2048,8192,2432,1018.725,3319.339,1307.526,0.1255
mixed,32,2,0.0625,4.0,256,4096,512,2048,608,662.178,1141.126,674.723,0.0262
mixed,32,2,0.0625,4.0,256,4096,2048,8192,2432,1271.462,3584.4,1498.534,0.0982
mixed,32,2,0.0625,4.0,512,0,512,2048,608,365.792,925.123,468.034,0.1828
mixed,32,2,0.0625,4.0,512,0,2048,8192,2432,1066.66,3348.367,1371.304,0.1335
mixed,32,2,0.0625,4.0,512,4096,512,2048,608,856.868,1330.727,888.484,0.0667
mixed,32,2,0.0625,4.0,512,4096,2048,8192,2432,1471.909,3894.637,1687.652,0.089
mixed,32,2,0.0625,4.0,1024,0,512,2048,608,506.179,1064.484,596.898,0.1625
mixed,32,2,0.0625,4.0,1024,0,2048,8192,2432,1207.653,3420.909,1509.027,0.1362
mixed,32,2,0.0625,4.0,1024,4096,512,2048,608,1329.669,1833.416,1351.779,0.0439
mixed,32,2,0.0625,4.0,1024,4096,2048,8192,2432,1957.991,4315.245,2146.248,0.0799
pure,32,4,0.125,4.0,0,0,512,2048,704,133.409,344.961,133.983,0.0027
pure,32,4,0.125,4.0,0,0,2048,8192,2816,454.949,1156.836,452.803,-0.0031
mixed,32,4,0.125,4.0,256,0,512,2048,704,358.593,877.06,443.329,0.1634
mixed,32,4,0.125,4.0,256,0,2048,8192,2816,1161.477,3321.449,1400.486,0.1107
mixed,32,4,0.125,4.0,256,4096,512,2048,704,690.244,1141.857,710.625,0.0451
mixed,32,4,0.125,4.0,256,4096,2048,8192,2816,1395.911,3555.119,1608.517,0.0985
mixed,32,4,0.125,4.0,512,0,512,2048,704,414.21,925.605,496.002,0.1599
mixed,32,4,0.125,4.0,512,0,2048,8192,2816,1210.372,3349.549,1471.718,0.1222
mixed,32,4,0.125,4.0,512,4096,512,2048,704,900.803,1334.983,923.651,0.0526
mixed,32,4,0.125,4.0,512,4096,2048,8192,2816,1589.671,3912.465,1806.057,0.0932
mixed,32,4,0.125,4.0,1024,0,512,2048,704,545.6,1064.291,625.701,0.1544
mixed,32,4,0.125,4.0,1024,0,2048,8192,2816,1345.094,3429.582,1611.237,0.1277
mixed,32,4,0.125,4.0,1024,4096,512,2048,704,1367.749,1836.393,1390.373,0.0483
mixed,32,4,0.125,4.0,1024,4096,2048,8192,2816,2083.689,4305.426,2260.97,0.0798
pure,32,8,0.25,4.0,0,0,512,2048,896,164.994,344.897,163.966,-0.0057
pure,32,8,0.25,4.0,0,0,2048,8192,3584,561.411,1158.15,552.706,-0.0146
mixed,32,8,0.25,4.0,256,0,512,2048,896,447.682,878.276,502.69,0.1277
mixed,32,8,0.25,4.0,256,0,2048,8192,3584,1447.845,3319.02,1643.206,0.1044
mixed,32,8,0.25,4.0,256,4096,512,2048,896,780.067,1141.667,768.131,-0.033
mixed,32,8,0.25,4.0,256,4096,2048,8192,3584,1661.927,3583.246,1808.68,0.0764
mixed,32,8,0.25,4.0,512,0,512,2048,896,502.562,926.083,554.116,0.1217
mixed,32,8,0.25,4.0,512,0,2048,8192,3584,1492.422,3352.367,1693.031,0.1079
mixed,32,8,0.25,4.0,512,4096,512,2048,896,982.084,1332.613,981.731,-0.001
mixed,32,8,0.25,4.0,512,4096,2048,8192,3584,1814.115,3922.64,2046.473,0.1102
mixed,32,8,0.25,4.0,1024,0,512,2048,896,633.828,1069.091,685.027,0.1176
mixed,32,8,0.25,4.0,1024,0,2048,8192,3584,1625.447,3420.077,1837.349,0.1181
mixed,32,8,0.25,4.0,1024,4096,512,2048,896,1450.438,1836.458,1449.349,-0.0028
mixed,32,8,0.25,4.0,1024,4096,2048,8192,3584,2316.936,4311.282,2504.01,0.0938
pure,32,16,0.5,4.0,0,0,512,2048,1280,229.248,347.139,230.688,0.0122
pure,32,16,0.5,4.0,0,0,2048,8192,5120,769.088,1159.237,752.867,-0.0416
mixed,32,16,0.5,4.0,256,0,512,2048,1280,592.034,878.98,627.426,0.1233
mixed,32,16,0.5,4.0,256,0,2048,8192,5120,2060.233,3320.685,2134.281,0.0587
mixed,32,16,0.5,4.0,256,4096,512,2048,1280,915.747,1138.723,891.074,-0.1107
mixed,32,16,0.5,4.0,256,4096,2048,8192,5120,2264.615,3576.332,2282.986,0.014
mixed,32,16,0.5,4.0,512,0,512,2048,1280,642.401,925.091,674.626,0.114
mixed,32,16,0.5,4.0,512,0,2048,8192,5120,2081.353,3349.197,2172.391,0.0718
mixed,32,16,0.5,4.0,512,4096,512,2048,1280,1101.124,1335.429,1115.076,0.0595
mixed,32,16,0.5,4.0,512,4096,2048,8192,5120,2360.266,3873.617,2545.064,0.1221
mixed,32,16,0.5,4.0,1024,0,512,2048,1280,778.306,1066.05,809.476,0.1083
mixed,32,16,0.5,4.0,1024,0,2048,8192,5120,2198.951,3423.213,2326.953,0.1046
mixed,32,16,0.5,4.0,1024,4096,512,2048,1280,1576.037,1836.616,1581.224,0.0199
mixed,32,16,0.5,4.0,1024,4096,2048,8192,5120,2889.451,4323.729,3001.003,0.0778
pure,32,24,0.75,4.0,0,0,512,2048,1664,288.417,345.092,289.279,0.0152
pure,32,24,0.75,4.0,0,0,2048,8192,6656,964.422,1160.931,952.387,-0.0612
mixed,32,24,0.75,4.0,256,0,512,2048,1664,734.531,876.324,747.779,0.0934
mixed,32,24,0.75,4.0,256,0,2048,8192,6656,2679.531,3320.014,2680.587,0.0016
mixed,32,24,0.75,4.0,256,4096,512,2048,1664,1021.346,1140.962,1015.202,-0.0514
mixed,32,24,0.75,4.0,256,4096,2048,8192,6656,2797.577,3559.823,2818.187,0.027
mixed,32,24,0.75,4.0,512,0,512,2048,1664,782.052,925.059,800.035,0.1257
mixed,32,24,0.75,4.0,512,0,2048,8192,6656,2709.034,3344.589,2713.003,0.0062
mixed,32,24,0.75,4.0,512,4096,512,2048,1664,1226.564,1332.516,1235.173,0.0813
mixed,32,24,0.75,4.0,512,4096,2048,8192,6656,3008.458,3904.72,3034.7,0.0293
mixed,32,24,0.75,4.0,1024,0,512,2048,1664,923.94,1066.82,935.65,0.082
mixed,32,24,0.75,4.0,1024,0,2048,8192,6656,2807.117,3429.07,2851.339,0.0711
mixed,32,24,0.75,4.0,1024,4096,512,2048,1664,1705.221,1836.582,1702.631,-0.0197
mixed,32,24,0.75,4.0,1024,4096,2048,8192,6656,3440.654,4336.56,3546.64,0.1183
pure,32,29,0.9062,4.0,0,0,512,2048,1904,322.176,346.623,322.02,-0.0064
pure,32,29,0.9062,4.0,0,0,2048,8192,7616,1081.797,1162.308,1108.708,0.3343
mixed,32,29,0.9062,4.0,256,0,512,2048,1904,794.436,879.044,832.418,0.4489
mixed,32,29,0.9062,4.0,256,0,2048,8192,7616,3061.291,3331.15,2951.435,-0.4071
mixed,32,29,0.9062,4.0,256,4096,512,2048,1904,1070.051,1138.818,1106.212,0.5258
mixed,32,29,0.9062,4.0,256,4096,2048,8192,7616,3209.484,3605.423,3371.15,0.4083
mixed,32,29,0.9062,4.0,512,0,512,2048,1904,838.627,922.979,882.85,0.5243
mixed,32,29,0.9062,4.0,512,0,2048,8192,7616,3092.556,3349.932,2989.26,-0.4013
mixed,32,29,0.9062,4.0,512,4096,512,2048,1904,1269.06,1333.252,1315.013,0.7159
mixed,32,29,0.9062,4.0,512,4096,2048,8192,7616,3502.317,3882.479,3484.621,-0.0465
mixed,32,29,0.9062,4.0,1024,0,512,2048,1904,978.979,1065.252,1016.068,0.4299
mixed,32,29,0.9062,4.0,1024,0,2048,8192,7616,3178.538,3420.59,3182.668,0.0171
mixed,32,29,0.9062,4.0,1024,4096,512,2048,1904,1755.526,1836.774,1787.907,0.3985
mixed,32,29,0.9062,4.0,1024,4096,2048,8192,7616,3844.91,4320.144,3903.759,0.1238
pure,64,4,0.0625,4.0,0,0,512,2048,608,238.655,659.298,239.073,0.001
pure,64,4,0.0625,4.0,0,0,2048,8192,2432,761.796,2268.329,762.275,0.0003
mixed,64,4,0.0625,4.0,256,0,512,2048,608,590.723,1689.864,709.475,0.108
mixed,64,4,0.0625,4.0,256,0,2048,8192,2432,1973.863,7430.846,2255.145,0.0515
mixed,64,4,0.0625,4.0,256,4096,512,2048,608,946.852,1945.768,988.963,0.0422
mixed,64,4,0.0625,4.0,256,4096,2048,8192,2432,2200.873,9153.667,2453.063,0.0363
mixed,64,4,0.0625,4.0,512,0,512,2048,608,669.986,1786.821,784.515,0.1025
mixed,64,4,0.0625,4.0,512,0,2048,8192,2432,2071.783,7482.046,2337.353,0.0491
mixed,64,4,0.0625,4.0,512,4096,512,2048,608,1172.644,2237.513,1224.611,0.0488
mixed,64,4,0.0625,4.0,512,4096,2048,8192,2432,2470.154,9765.221,2685.356,0.0295
mixed,64,4,0.0625,4.0,1024,0,512,2048,608,834.467,1937.672,952.227,0.1067
mixed,64,4,0.0625,4.0,1024,0,2048,8192,2432,2217.323,7545.184,2492.104,0.0516
