run_id,compute_endpoint,reserve_case,baseline,stage,jobs,bytes,queue_wait_seconds,service_seconds
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,cpu_stage_to_decode,61088,895637037514752,0.0,4478.490657503
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,cpu_to_decode,58361,822001157013504,17652.760096942,4110.29761866
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,cpu_to_ssd,61846,905513999007744,41607.201586157,26951.058347351
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,80.085924994,2923.145584093
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,hbm_to_cpu,123249,1769193743056896,39800.129314158,8846.585020715
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,prefill_to_decode,357161,136929770569728,45.396761857,77.143758746
zero_residual__fast_full_attention__tiered,fast_full_attention,zero_residual,tiered,ssd_to_cpu_stage_for_decode,61088,895637037514752,13698.638445735,16226.530440424
zero_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,zero_residual,hbm_lru_recompute,decode_hbm_to_prefill,44965,856389125013504,0.544501987,475.906653526
zero_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,zero_residual,hbm_lru_recompute,prefill_to_decode,357161,4540339318456320,6.565877144,2523.482393413
zero_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,zero_residual,hbm_ssd_direct,cpu_stage_to_decode,218107,2795767213326336,0.0,13979.926708217
zero_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,zero_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,37.373015156,2923.145584093
zero_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,zero_residual,hbm_ssd_direct,hbm_to_ssd_direct,222874,2862889959948288,845865.148556027,85209.515914046
zero_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,zero_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,19.115128724,77.143758746
zero_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,zero_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,218107,2795767213326336,260965.432227556,50652.319009288
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,cpu_stage_to_decode,64333,916233391177728,0.0,4581.488652429
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,cpu_to_decode,69387,955177689415680,19533.075857103,4776.235415976
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,cpu_to_ssd,65111,926268656713728,42679.5034397,27568.82179485
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,66.894115375,2923.145584093
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,hbm_to_cpu,137630,1924676609114112,43363.347545303,9624.07126296
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,prefill_to_decode,357161,136929770569728,42.315325427,77.143758746
zero_residual__slow_full_attention__tiered,slow_full_attention,zero_residual,tiered,ssd_to_cpu_stage_for_decode,64333,916233391177728,13551.188575141,16599.717691002
half_residual__central_full_attention__hbm_lru_recompute,central_full_attention,half_residual,hbm_lru_recompute,decode_hbm_to_prefill,45525,865404856958976,0.56484303,480.917073775
half_residual__central_full_attention__hbm_lru_recompute,central_full_attention,half_residual,hbm_lru_recompute,prefill_to_decode,357161,4531323586510848,6.585351982,2518.473653438
half_residual__central_full_attention__hbm_ssd_direct,central_full_attention,half_residual,hbm_ssd_direct,cpu_stage_to_decode,222708,2892954877820928,0.0,14465.888037929
half_residual__central_full_attention__hbm_ssd_direct,central_full_attention,half_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,32.794474649,2923.145584093
half_residual__central_full_attention__hbm_ssd_direct,central_full_attention,half_residual,hbm_ssd_direct,hbm_to_ssd_direct,227605,2962343517487104,678883.432360251,88169.537843902
half_residual__central_full_attention__hbm_ssd_direct,central_full_attention,half_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,18.672643311,77.143758746
half_residual__central_full_attention__hbm_ssd_direct,central_full_attention,half_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,222708,2892954877820928,235804.048803208,52413.057127432
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,cpu_stage_to_decode,72432,1040781347389440,0.0,5204.268932476
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,cpu_to_decode,71749,1011548215050240,16270.713190408,5058.099855315
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,cpu_to_ssd,73256,1051578858995712,48011.578673554,31298.455004592
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,57.849038212,2923.145584093
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,hbm_to_cpu,148234,2108321068744704,42314.196619892,10542.346586348
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,prefill_to_decode,357161,136929770569728,40.256209329,77.143758746
half_residual__central_full_attention__tiered,central_full_attention,half_residual,tiered,ssd_to_cpu_stage_for_decode,72432,1040781347389440,15311.88611792,18856.183229491
half_residual__central_attention_one_third__hbm_lru_recompute,central_attention_one_third,half_residual,hbm_lru_recompute,decode_hbm_to_prefill,53056,1001170316230656,1.018177228,556.364925665
half_residual__central_attention_one_third__hbm_lru_recompute,central_attention_one_third,half_residual,hbm_lru_recompute,prefill_to_decode,357161,4395558127239168,14.283841679,2443.048398068
half_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,half_residual,hbm_ssd_direct,cpu_stage_to_decode,218801,2820780118769664,0.0,14104.994705752
half_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,half_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,32.864024945,2923.145584093
half_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,half_residual,hbm_ssd_direct,hbm_to_ssd_direct,223651,2889517581729792,635948.614856574,86002.020197863
half_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,half_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,12.949887096,77.143758746
half_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,half_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,218801,2820780118769664,345155.356759865,51105.465234627
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,cpu_stage_to_decode,62646,911186710757376,0.0,4556.246814474
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,cpu_to_decode,61828,873232508387328,16269.841408987,4366.471712197
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,cpu_to_ssd,63416,921197269745664,41002.843156949,27417.853758122
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,74.226386832,2923.145584093
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,hbm_to_cpu,128404,1838103145218048,39285.094543797,9191.157809002
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,prefill_to_decode,357161,136929770569728,44.21177449,77.143758746
half_residual__central_attention_one_third__tiered,central_attention_one_third,half_residual,tiered,ssd_to_cpu_stage_for_decode,62646,911186710757376,13489.450364018,16508.258580214
half_residual__fast_full_attention__hbm_lru_recompute,fast_full_attention,half_residual,hbm_lru_recompute,decode_hbm_to_prefill,49764,917140441202688,0.662947054,509.671784127
half_residual__fast_full_attention__hbm_lru_recompute,fast_full_attention,half_residual,hbm_lru_recompute,prefill_to_decode,357161,4479588002267136,10.207389368,2489.731662121
half_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,half_residual,hbm_ssd_direct,cpu_stage_to_decode,221259,2864616974057472,0.0,14324.191273394
half_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,half_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,31.786031685,2923.145584093
half_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,half_residual,hbm_ssd_direct,hbm_to_ssd_direct,226119,2933271904124928,665447.108253032,87304.281535049
half_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,half_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,15.643138064,77.143758746
half_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,half_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,221259,2864616974057472,296201.609868198,51899.660324956
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,cpu_stage_to_decode,66093,956867918954496,0.0,4784.67009217
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,cpu_to_decode,65879,930378344300544,17228.381400126,4652.221148743
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,cpu_to_ssd,66884,967188149698560,43989.696961277,28786.699308771
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,68.16073365,2923.145584093
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,hbm_to_cpu,135954,1941892508418048,40576.16007381,9710.142378722
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,prefill_to_decode,357161,136929770569728,43.208823675,77.143758746
half_residual__fast_full_attention__tiered,fast_full_attention,half_residual,tiered,ssd_to_cpu_stage_for_decode,66093,956867918954496,14396.871523135,17335.885641411
half_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,half_residual,hbm_lru_recompute,decode_hbm_to_prefill,43027,835092701184000,0.429594686,464.069491971
half_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,half_residual,hbm_lru_recompute,prefill_to_decode,357161,4561635742285824,6.122095406,2535.313739938
half_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,half_residual,hbm_ssd_direct,cpu_stage_to_decode,223985,2922329616678912,0.0,14612.768117822
half_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,half_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,33.780743076,2923.145584093
half_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,half_residual,hbm_ssd_direct,hbm_to_ssd_direct,228901,2992019546308608,675716.542633998,89052.778907988
half_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,half_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,18.905018171,77.143758746
half_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,half_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,223985,2922329616678912,215666.214360854,52945.233734347
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,cpu_stage_to_decode,66656,942353397841920,0.0,4712.1003019
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,cpu_to_decode,81068,1140353995898880,18239.271526684,5702.175359107
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,cpu_to_ssd,67454,952775303233536,43681.963073628,28357.7569452
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,54.549169809,2923.145584093
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,hbm_to_cpu,151826,2139371107516416,42975.976312768,10697.614741935
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,prefill_to_decode,357161,136929770569728,40.790951854,77.143758746
half_residual__slow_full_attention__tiered,slow_full_attention,half_residual,tiered,ssd_to_cpu_stage_for_decode,66656,942353397841920,13790.325133063,17072.952678637
full_residual__central_full_attention__hbm_lru_recompute,central_full_attention,full_residual,hbm_lru_recompute,decode_hbm_to_prefill,43523,816984955944960,0.442077463,454.011121724
full_residual__central_full_attention__hbm_lru_recompute,central_full_attention,full_residual,hbm_lru_recompute,prefill_to_decode,357161,4579743487524864,5.396132659,2545.373598398
full_residual__central_full_attention__hbm_ssd_direct,central_full_attention,full_residual,hbm_ssd_direct,cpu_stage_to_decode,231435,3066523320582144,0.0,15333.773891055
full_residual__central_full_attention__hbm_ssd_direct,central_full_attention,full_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,25.268822815,2923.145584093
full_residual__central_full_attention__hbm_ssd_direct,central_full_attention,full_residual,hbm_ssd_direct,hbm_to_ssd_direct,236497,3138821365432320,514410.175915881,93422.032591116
full_residual__central_full_attention__hbm_ssd_direct,central_full_attention,full_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,16.957704934,77.143758746
full_residual__central_full_attention__hbm_ssd_direct,central_full_attention,full_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,231435,3066523320582144,191161.873478991,55557.58751878
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,cpu_stage_to_decode,72735,1046131255541760,0.0,5231.019988406
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,cpu_to_decode,90727,1285524978401280,16717.530564504,6428.078571337
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,cpu_to_ssd,73581,1057256257880064,47942.283551385,31467.431709638
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,45.614993642,2923.145584093
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,hbm_to_cpu,167760,2391233807253504,42939.650706419,11957.007918439
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,prefill_to_decode,357161,136929770569728,38.640471661,77.143758746
full_residual__central_full_attention__tiered,central_full_attention,full_residual,tiered,ssd_to_cpu_stage_for_decode,72735,1046131255541760,15385.13784498,18953.107915576
full_residual__central_attention_one_third__hbm_lru_recompute,central_attention_one_third,full_residual,hbm_lru_recompute,decode_hbm_to_prefill,56093,1036421000626176,0.860051843,575.957751709
full_residual__central_attention_one_third__hbm_lru_recompute,central_attention_one_third,full_residual,hbm_lru_recompute,prefill_to_decode,357161,4360307442843648,12.096888425,2423.464684668
full_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,full_residual,hbm_ssd_direct,cpu_stage_to_decode,226239,2970300524789760,0.0,14852.633929517
full_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,full_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,24.597714012,2923.145584093
full_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,full_residual,hbm_ssd_direct,hbm_to_ssd_direct,231240,3041601782808576,506701.089849161,90528.487489639
full_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,full_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,11.584851716,77.143758746
full_residual__central_attention_one_third__hbm_ssd_direct,central_attention_one_third,full_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,226239,2970300524789760,274945.542600428,53814.317005824
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,cpu_stage_to_decode,72971,1051430207619072,0.0,5257.5159289
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,cpu_to_decode,71936,1034756030988288,16505.147737571,5174.139870089
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,cpu_to_ssd,73809,1062489431212032,46926.368993366,31623.185476081
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,55.842287472,2923.145584093
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,hbm_to_cpu,149030,2143054298873856,42306.681429203,10716.016717374
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,prefill_to_decode,357161,136929770569728,38.707822962,77.143758746
full_residual__central_attention_one_third__tiered,central_attention_one_third,full_residual,tiered,ssd_to_cpu_stage_for_decode,72971,1051430207619072,15391.513981321,19049.108144345
full_residual__fast_full_attention__hbm_lru_recompute,fast_full_attention,full_residual,hbm_lru_recompute,decode_hbm_to_prefill,47381,890511302885376,0.429324817,494.870668206
full_residual__fast_full_attention__hbm_lru_recompute,fast_full_attention,full_residual,hbm_lru_recompute,prefill_to_decode,357161,4506217140584448,8.237188431,2504.525627907
full_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,full_residual,hbm_ssd_direct,cpu_stage_to_decode,226871,2988907715100672,0.0,14945.673041365
full_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,full_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,30.3831218,2923.145584093
full_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,full_residual,hbm_ssd_direct,hbm_to_ssd_direct,231890,3060184604737536,514387.297832674,91081.560666418
full_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,full_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,15.164325199,77.143758746
full_residual__fast_full_attention__hbm_ssd_direct,fast_full_attention,full_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,226871,2988907715100672,233445.338102876,54151.416427109
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,cpu_stage_to_decode,72181,1039003989049344,0.0,5195.380885665
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,cpu_to_decode,75011,1087914433314816,15018.124151144,5439.947258199
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,cpu_to_ssd,73007,1049931738513408,47342.78430863,31249.428581559
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,56.80359326,2923.145584093
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,hbm_to_cpu,151330,2184093263462400,40038.681811805,10921.223041425
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,prefill_to_decode,357161,136929770569728,40.765192593,77.143758746
full_residual__fast_full_attention__tiered,fast_full_attention,full_residual,tiered,ssd_to_cpu_stage_for_decode,72181,1039003989049344,15339.656965269,18823.979688716
full_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,full_residual,hbm_lru_recompute,decode_hbm_to_prefill,41462,780161710620672,0.366168064,433.547579199
full_residual__slow_full_attention__hbm_lru_recompute,slow_full_attention,full_residual,hbm_lru_recompute,prefill_to_decode,357161,4616566732849152,5.686526228,2565.830956863
full_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,full_residual,hbm_ssd_direct,cpu_stage_to_decode,232619,3102202063749120,0.0,15512.173527455
full_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,full_residual,hbm_ssd_direct,decode_hbm_to_prefill,345013,5259798672900096,26.342315029,2923.145584093
full_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,full_residual,hbm_ssd_direct,hbm_to_ssd_direct,237693,3174881484079104,505813.421013836,94495.274328535
full_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,full_residual,hbm_ssd_direct,prefill_to_decode,357161,136929770569728,18.137638184,77.143758746
full_residual__slow_full_attention__hbm_ssd_direct,slow_full_attention,full_residual,hbm_ssd_direct,ssd_to_cpu_stage_for_decode,232619,3102202063749120,175565.039610209,56203.965242269
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,cpu_stage_to_decode,75949,1094411594760192,0.0,5472.437756054
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,cpu_to_decode,97887,1367742680137728,16986.033664839,6839.202883605
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,cpu_to_ssd,76812,1105716853604352,50142.822533169,32909.775965801
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,decode_hbm_to_prefill,345013,5259798672900096,39.121274199,2923.145584093
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,hbm_to_cpu,178164,2522233341739008,44851.958787445,12612.057616006
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,prefill_to_decode,357161,136929770569728,36.236618631,77.143758746
full_residual__slow_full_attention__tiered,slow_full_attention,full_residual,tiered,ssd_to_cpu_stage_for_decode,75949,1094411594760192,15778.569984296,19827.816023553
